9, "53", 775013566, 1, 575021682
, , , , 0
9, "53", 775013573, 1, 775021514
, , , , 0
9, "53", 775013574, 1, 775021515
, , , , 0
9, "53", 775013659, 1, 575021755
, , , , 0
9, "53", 775013660, 1, 575021756
, , , , 0
9, "53", 775013667, 1, 775021702
, , , , 0
9, "53", 775013668, 1, 775021703
9, "53", 775013668, 2, 775021704
, , , , 0
9, "53", 775013738, 1, 575021569
, , , , 0
9, "53", 775013739, 1, 575021570
, , , , 0
9, "53", 775013740, 1, 775021489
, , , , 0
9, "53", 775013741, 1, 775021490
, , , , 0
9, "53", 775013742, 1, 775021491
9, "53", 775013742, 2, 775021492
, , , , 0
9, "53", 775013743, 1, 575021571
9, "53", 775013743, 2, 575021572
9, "53", 775013743, 3, 575021573
, , , , 0
9, "53", 775013744, 1, 575021574
9, "53", 775013744, 2, 575021575
, , , , 0
9, "53", 775013745, 2, 575021576
9, "53", 775013745, 1, 575021577
, , , , 0
9, "53", 775013746, 1, 575021578
9, "53", 775013746, 2, 575021579
, , , , 0
9, "53", 775013747, 1, 575021580
, , , , 0
9, "53", 775013748, 1, 575021581
, , , , 0
9, "53", 775013749, 1, 575021582
, , , , 0
9, "53", 775013750, 1, 575021583
9, "53", 775013750, 2, 575021584
, , , , 0
9, "53", 775013751, 1, 575021585
9, "53", 775013751, 2, 575021586
, , , , 0
9, "53", 775013767, 1, 575021807
, , , , 0
9, "53", 775013768, 1, 575021808
, , , , 0
9, "53", 775013769, 1, 575021809
, , , , 0
9, "53", 775013819, 1, 775021501
, , , , 0
9, "53", 775013820, 1, 775021503
9, "53", 775013820, 2, 775021504
, , , , 0
9, "53", 775014085, 1, 775022263
, , , , 0
9, "53", 775014086, 1, 775022266
, , , , 0
9, "53", 775014087, 1, 775022267
, , , , 0
9, "53", 775014088, 1, 775022268
, , , , 0
9, "53", 775014089, 1, 775022269
, , , , 0
9, "53", 775014090, 1, 775022270
9, "53", 775014090, 2, 775022271
9, "53", 775014090, 3, 775022272
, , , , 0
9, "53", 775014091, 2, 775022273
9, "53", 775014091, 3, 775022274
9, "53", 775014091, 1, 775022275
, , , , 0
9, "53", 775014092, 3, 775022276
9, "53", 775014092, 2, 775022277
9, "53", 775014092, 4, 775022278
9, "53", 775014092, 1, 775022279
, , , , 0
9, "53", 775014093, 1, 775022280
, , , , 0
9, "53", 775014094, 1, 775022281
, , , , 0
9, "53", 775014096, 1, 775022283
, , , , 0
9, "53", 775014097, 2, 775022284
9, "53", 775014097, 1, 775022285
, , , , 0
9, "53", 775014098, 1, 775022286
, , , , 0
9, "53", 775014099, 2, 775022287
9, "53", 775014099, 1, 775022288
, , , , 0
9, "53", 775014100, 1, 775022289
, , , , 0
9, "53", 775014101, 1, 775022290
, , , , 0
9, "53", 775014102, 1, 775022291
, , , , 0
9, "53", 775014103, 1, 775022292
, , , , 0
9, "53", 775014104, 1, 775022293
, , , , 0
9, "53", 775014105, 1, 775022294
, , , , 0
9, "53", 775014106, 1, 775022295
, , , , 0
9, "53", 775014107, 1, 775022296
, , , , 0
9, "53", 775014108, 3, 775022297
9, "53", 775014108, 1, 775022298
9, "53", 775014108, 2, 775022299
, , , , 0
9, "53", 775014109, 1, 775022300
, , , , 0
9, "53", 775014110, 1, 775022301
, , , , 0
9, "53", 775014111, 1, 775022302
, , , , 0
9, "53", 775014112, 2, 775022303
9, "53", 775014112, 1, 775022304
, , , , 0
9, "53", 775014113, 3, 775022305
9, "53", 775014113, 2, 775022306
9, "53", 775014113, 1, 775022307
